fsd_no;fsd_vr;fsd_id;t1;t2;t3;t4;t5;t6;t7;t8;t9a;t9b;t9c;t9d;t10;t11;t12;t13;t14;l1;l2;l3;l4;l5;l6;l7;l8;l9;l10;l11;l12;l13;l14;l15;l16;l17;k1;k2;k3;k4;k5;k6;k7;k8;k9;k10;k11;k12;k13;k14;k15;k16;k17;k18;k19;k20;k21;k22;k23;k24;k25;k26;k27;k28;k29;k30;k31;k32;k33;k34;k35;k36;k37;k38;k39;k40;k41;k42;k43;k44;k45;k46;k47;k48;k49;k50;k51;k52;k53;k54;k55;k56;k57;k58;k59;k60;k61;k62;k63;k64;k65;k66;k67;k68;k69;k70;k71;k72;k73;k74;k75;k76;k77;k78;k79;k80;k82;k83;k84;k85;k86;k87;k88;k89;k90;k91;k92;k93;k94;k95;k96;k97;k98;k99;k100;k101;k102;ktu1;ktu2_1;ktu2_2;ktu2_3;ktu3;ktu4;koulu1;koulu2;koulu3;koulu4;koulu5_1;koulu5_2;koulu5_3;koulu5_4;koulu5_5;koulu6_1;koulu6_2;koulu6_3;koulu6_4;koulu6_5;koulu7_1;koulu7_2;koulu7_3;koulu7_4;koulu7_5;koulu7_6;koulu7_7;koulu7_8;koulu7_9;koulu8;koulu9;koulu10;koulu11;koulu12;koulu13;koulu14;koulu15;koulu16;koulu17;koulu18;koulu19;koulu20;koulu21;koulu22;koulu23;koulu24;koulu25;koulu26;koulu27;koulu28;ktu12_1;ktu12_2;ktu13;ktu14;ktu15;ktu16a;ktu16b;ktu16c;ktu16d;ktu16e;ktu16f;ktu16g;ktu16h;ktu16i;ktu16j;ktu16k;ktu17_1;ktu17_2;ktu18_1;ktu18_2;ktu19;ktu20;ktu21;ktu22;ktu23;ktu24;ktu25;ktu26;ktu27;ktu28;ktu29;ktu2829;ktu30;ktu31a_1;ktu31a_2;ktu31a_3;ktu31a_4;ktu31a_5;ktu31a_6;ktu31a_7;ktu31a_8;ktu31a_9;ktu31a10;ktu31a11;ktu31a12;ktu31a13;ktu31a14;ktu31a15;ktu31a16;ktu31a17;ktu31a18;ktu31a19;ktu31a20;ktu31a21;ktu31a22;ktu31a23;ktu31a24;ktu31a25;ktu31a26;ktu31a27;ktu31a28;ktu31a29;ktu31b_1;ktu31b_2;ktu31b_3;ktu31b_4;ktu31b_5;ktu31b_6;ktu31b_7;ktu31b_8;ktu31b_9;ktu31b10;ktu31b11;ktu32;ktu33_1;ktu33_2;ktu34_1;ktu34_2;ktu35;ktu36;ktu37;ktu37_6;ktu37_45;ktu38_1;ktu38_2;ktu39;ktu40;ktu41;ktu42;ktu43;ktu44;ktu45;ktu46;ktu47;ktu48;ktu49;ktu50;ktu51;ktu52;ktu53;ktu54;ktu55_1;ktu55_2;ktu55_3;ktu55_4;ktu55_5;ktu55_6;ktu55_7;ktu55_8;ktu55_9;ktu55_10;ktu55_11;ktu55_12;ktu55_13;ktu56;ktu57;ktu58;ktu59;ktu60;ktu61;ktu62;ktu63;ktu64;ktu65;ktu66;ktu67;ktu68;ktu69;ktu70;ktu71;ktu72;ktu73;ktu74;ktu75;ktu76;ktu77;ktu78;ktu79;ktu80;ktu81;ktu82;ktu83;ktu84;ktu85;ktu86;ktu87;ktu88;ktu89;ktu90;ktu90_1;ek1;ek2_1;ek2_2;ek3;ek4;ek5;ek6_1;ek6_2;ek6_3;ek6_4;ek6_5;ek6_6;ek6_7;ek7_1;ek7_2;ek7_3;ek7_4;ek7_5;ek7_6;ek7_7;ek8;ek9;ek10;ek11;ek12;ek13;ek14;ek15;ek16;ek17;ek18;ek19;ek20;ek21;ek22;ek23;ek24_1;ek24_2;ek24_3;ek25;ek26;ek27;ek28;ek29;ek30_1;ek31_1;ek32_1;ek33_1;ek34_1;ek35_1;ek36_1;ek37_1;ek38_1;ek39_1;ek40_1;ek41_1;ek42_1;ek43_1;ek44_1;ek45_1;ek46_1;ek47_1;ek48_1;ek49_1;ek50_1;ek51_1;ek31_2;ek32_2;ek33_2;ek34_2;ek35_2;ek36_2;ek37_2;ek38_2;ek39_2;ek40_2;ek41_2;ek42_2;ek43_2;ek44_2;ek45_2;ek46_2;ek47_2;ek48_2;ek49_2;ek50_2;ek51_2;ek52;ek53;ek54;ek55;ek56;ek57;ek58;ek59;ek60;ek61;ek62;ek63;ek64;ek65;ek66;ek67;ek68;ek69;ek70;ek71;ek72;ek73;ek74;ek75;ek76;ek77;ek78;ek79;ek80;ek81;ek82;ek83;ek84;ek85;ek86;ek87;ek88;ek89;ek90;ek91;ek92;ek93;ek94;ek95;ek96;ek97;ek98;ek99;ek100;ek101;ek102;ek103a_1;ek103a_2;ek103b_1;ek103b_2;ek103c_1;ek103c_2;ek104;bv1_1;bv1_2;bv2_1;bv2_2;bv3;bv4_1;bv4_2;bv4_3;bv5_1;bv5_2;bv5_3
2076;2;128;9;1967;2;0;4;4;1;2;5;4;3;6;3415,89678643329;23616,444069946; ;815,543255411867;2;4;0;0;37;25;31;29;37;39;28;26;38;31;36;28;30;30;6;8;7;9;8;8;7;8;8;8;8;8;8;8;8;8;8;7;8;8;7;1;5;1;6;1;7;1;7;1;7;1;7;7;6;8;7;8;8;8;7;7;7;1;6;1;6;1;6;7;6;7;7;7;6;7;7;7;6;8;7;8;7;6;6;6;6;8;6;8,09999990463258;7,59999996423721;7,89999997615816;7,59999996423721;7,29999995231626;7,29999995231626;7,5;7,29999995231626;6,89999997615816;7,19999998807905;7,09999996423721;7,19999998807905;6,69999998807905;1;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;4;8766,6274788798; ; ;1;0;0
2076;2;129;5;1967;1;0;1;1; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;59,5;4;2;1;3;4;4; ; ; ;1;0;1;0;0;1;0;0;3;3;2;1;2;4;3;2;2;1;4;4;1;2;4;3;1; ; ;1;3;5;1;1;2;1;1;1;3;2;4;4;4;3;4;4;4;2;1;3;3;3;3;3;4; ;1;1;2;2;2;3;3;3;3;3;3;3;1;1;2;2;2;2;2;2; ;4;4;1;4;2;2;5;2;2;2;2;2;2;2;2;4;1;4;2;4;1;5;2;5;1;2;2;2;4;5;4;1;5;2;1;2;2;2;2;2;3;3;3;2;1;2;2;3;2;3;2;22;11; ;12;12;11; ;8;81;4;4;3;15798,56; ; ;0;0;1
2076;2;130;10;1967;1;0;0;1;4;2;3;4;2;3;2283,99204134732;9719,2438943578;2046,84706503659;7533,473602064;3;4;0;0;36;38;39;30;32;40;40;26;32;31;38;35;35;34;8;7;6;6;6;7;7; ; ;6;5;6;6;7;7; ; ;7;6;5;5;3;5; ; ; ; ;2;6; ; ; ; ;5;6;6; ; ;6;5;4;4;7;2;6; ; ; ; ;6; ; ; ; ; ;5;5;7;7;6; ; ;5;5;6;7;6; ; ; ;6;5,89999997615816;5,89999997615816;7,19999998807905;7; ; ;6,39999997615816; ; ;6,29999995231626; ;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;74;3;4;4;1180,68; ; ;1;0;0
2076;2;131;11;1967;1;0;1;2; ;1; ; ;4;3;2161,21485503042;7605,28984666307;1323,63898125209;8141,97752000175;2;4;0;0;39;32;39;32;32;29;43;39;39;35;40;40;37;36;7; ;9;9;9;9;9;8;9; ;8;8;8;8;9;8;9;9;9;8;9;1;8;1;8;1;8;1;8;1;7;1;8;9;9;9;9;9;8;8;8;8;8;1;7;1;6;1;7;8;8;8;8;8;8;8;8;8;8;9;9;9;8;8;8;8;8;9;9; ;8,09999990463258;8;8,19999992847442;8,29999995231626;8,29999995231626;7,89999997615816; ; ; ; ;8,69999992847442;8,69999992847442;1;1;1;8;10;9;9;8; ;8,9;8,7;6;6;6;6;6; ;30;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;0;1;52422,8311746413;2528,53728642236; ;1;0;0
2076;2;132;11;1967;1;0;2;1;1;2;2;4;2;4;2541,31956883343;6882,41813873149;100,912755876907;8172,75591054421;3;4;0;0;26;27;26;29;26;20;28;32;27;31;30;38;22;21;4;7;7;8;8;8;8;8;8;7;6;7;7;7;7;8;8;8;7;7;7;2;7;2;7;2;7;1;7;1;7;1;8;8;8;8;8;9;8;8;9;9;9;1;9;1;8;1;9;8;9;9; ;8;9;7;8;8;8;7;8;9;7;9;9;8;8;8;9;7,29999995231626;7,29999995231626;7,89999997615816;8;7,89999997615816;7,89999997615816; ;8,5; ; ;8,5;8,89999997615816;8,79999995231626;1;1;1;7;6;5;7;7; ;8;7,8;5; ;4;2;2; ;13;3;1;1;3;,666666666666667;4;4;23;1;1;1;5;4;5;7;2; ; ; ; ; ;5;4;5;7;2;3;Meijeritekn. yo;1; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;2;4;3;3;2;3;3;1;1;1;2;4;2;3;5; ; ;70; ; ; ; ; ; ; ; ; ;0;0;2;2;1;6;0;0;4;4;4;10;14;4;4;5;11;1;0;1;1;0;2;0;0;22; ;21; ; ;18; ;24;3;3;2;1;8;1;3;3;3; ; ;336,375852923022;2;201,825511753813;1;0;4;1;4;0;3;1;0;2;5;2;2;1;2;1;1;2;3;2;3;3;2;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;1;2;2;4;2;1;2;3;4;4;4;3;1;4;4;4;4;1;4;4;4;1;2;2;3;3;2;1;2;1;3; ; ;3;1;120;4;3;3;6;3;3; ; ; ;2;0;1;0;0;1;0;0;3;2;2;1;1;4;5;1;2;2;4;3;2;2;4;4;3;1; ;2;1;6;1;1;2; ;1;2;4;4;1;4;4;3;4;1;3;2;3;3;2;4;4;3;4; ; ;2;2;3;3;1;3;3;3;3;1;2;2;3;3;2;3;3;2;3; ;2;4;1;2;4;1;1;1;3;4;2;2;2;5;2;4;4;2;1;2;1;4;2;5;4;5;1;5;4;5;5;4;4;5;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;22;24;31;14; ;11; ;3;31;6;3;4;26553,005265964; ; ;1;1;1
2076;2;133;11;1967;1;0;0;1;1; ; ; ; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;81; ; ;5;29769,77; ; ;0;0;0
2076;2;134;10;1967;1;0;0;1; ;2;3;4;3;3;2869,28602543338;10052,2559887516;1998,07256636275;9465,28012540092;2;4;0;1;37;32;37;39;40;40;45;32;38;31;38;47;40;39;22; ;9;9;8;7;7;8;8; ;8;8;7;7;7;7;8;7;7;8;8;1;6;1;7;1;6;1;7;1;7;1;7;8;8;8;9;9; ;8;8;8;8;1;8;1;8;1;8;8;8;8;8;8;9;8;8;7;8;7;8;9;7;9;8;7;7;8;9; ;7,69999998807905;7,89999997615816;7,5;7,39999997615816;7,39999997615816;8;8,09999990463258; ; ; ;8,5;8,39999997615816;1;1;1;7;9;7;8;9; ;8;7,9;6;5;5;5;5; ;26;5;1;4;1;1;1;2;36;1;0;1;7;4;2;1;6; ; ; ; ; ;7;4;2;1;6;3;Tekn. yo;1; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;2;3;2;4;3;3;1;3;4;2;3;4;2;1;5;1;80;54;1;4;1;2;4;1;2;4;3;1;7;1;2;1; ;0;0; ; ; ; ; ; ;1;5;11;1;0;1; ; ; ; ; ;20; ; ; ; ; ; ;24;3;3;3;8;3;3;3;3; ; ; ;1345,50341169209;2;252,281889692267;1;0;1;1;3;0;0;1;0;1;3;2;2;1;1;1;1;2;3;1;1;2;1;4;1;1;0;0;1;0;0;0;1;1;0;0;0;0;2;2;2;2;1;2;2;3;4;3;2;1;1;4;3;4;4;2;3;4;2;5;4;4;1;5;5;1;4;2;2;3;1;2; ; ;2;1;78;4;2;2;3;0;1; ; ; ;1;0;0;0;0;1;0;0;1;2;2;1;1;1;4;1;1;2;2;4;3;2;4;2;1; ; ;2;4;2;1;1;2;2;1;3;3;4;3;2;3;3;4;2;2;3;2;4;3;3;2;2;2; ;1;1;3;3;3;2;2;2;3;3;2;2;3;2;1;3;3;2;2;2; ;2;2;2;2;3;3;4;3;2;2;3;1;2;2;3;2;2;4;3;3;1;3;3;2;2;2;3;3;4;3;2;2;2;2;2;2;2;1;1;1;2;2;3;2;2;1;2;2;2;2;2;21;14;11;23;23;41;13;4;42;4;0;1;22992,1304869209; ; ;1;1;1
2076;2;135;11;1967;1;0;1;1;1;2;5;4;9;9;4248,42702241777;27903,217939597; ;2681,42011157587;1;4;0;0;37;45;32;39;41;41;32;29;39;36;30;31;37;38;6;6;7;7;6;7;8;7;7;7;7;6;6;6;7;7;7;7;6;5;6;2;6;2;6;2;4;1;8;1;6;1;5;7;5;8;6;7;8;8;7;7;6;1;7;1;6;2;6;6;7;6;6;6;6;7;6;6;6;7;8;6;7;7;6;5;6;7;5;7,19999998807905;7,5;7,19999998807905;6,69999998807905;6,19999998807905;7,29999995231626;6,69999998807905;6,29999995231626;7,09999996423721;6,59999996423721;5,89999997615816;6,59999996423721; ;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;82;3;4;4;3943,50231174305; ; ;1;0;0
2076;2;136;10;1967;1;0;1;1; ;2;3;4;4;6;2215,0349914981;4294,51051426822;2415,1786239873;9612,27637312828;2;4;0;0;28;35;29;30;33;37;32;26;34;33;28;24;28;29;4;6;7;6;6;7;7;7;8;6;6;6;6;7;7;7;7;7;6;6;6;2;7;2;7;2;8;1;8;1;7;1;7;7;7;7;8;8;5;7;7;6;7;1;6;2;7;2;7;7;6;7; ;7;8;7;7;6;7;9;7;8;6;6;6;6;8;9;8;6,39999997615816;6,89999997615816;6,5;6,5;6,79999995231626;7,39999997615816;7,39999997615816;7,69999998807905;7,29999995231626;7,59999996423721;7,79999995231626;7,89999997615816; ;4;1;1;7;6;6;8;6; ;7,2;6,9;3;3;1;4;4;1;14;3;1;2;3;,666666666666667;2;4;36;1;1;1;4;8;4;3;6; ; ; ; ; ;4;8;4;3;6;3;Ravintolaesim. yo;0; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;41;4;3;2;4;2;3;3;2;3;2;2;3;1;3;5;1;92;53;1;2;3;3;3;4;2;4;3;1;52;1;1;1;3;0;0;18;12;15; ;18;12;3;5;11;1;0;1;1;0;1;0;0;21; ; ; ; ;16; ;24;3;3;2;8;1;3;3;3; ; ; ;588,657742615289;2;33,6375852923022;1;0;2;1;3;0;0;1;0;2;4;2;2;2;2;2;1;2;9;1;1;1;1;3;2;1;0;1;0;0;0;0;0;0;0;0;0;0;2;2;2;3;2;2;1;3;2;2;3;2;2;5;5;1;4;4;3;3;3;4;3;4;2;4;3;4;4;2;2;2;2;1; ; ;3;1;106;4;1;2;5;8;8; ; ; ;1;0;0;0;0;1;0;0;2;3;2;1;1;4;3;2;2;2;2;3;3;1;2;2;1; ; ;2;4;10;1;1;2;1;1;3;3;3;3;4;4;3;4;4;3;3;3;2;2;4;3;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4;1;2;4;2;1;2;2;4;1;2;1;4;3;2;3;2;2;2;3;3;1;2;4;3;1;3;2;4;4;2;2;4;1;1;1;1;1;1;1;2;2;2;2;1;2;1;2;2;1;21;13;14;15;32;34; ;1;12;5;8;4;34377,7803566593; ; ;1;1;1
2076;2;137;10;1967;1;0;2;2; ;2;7;4;7;4;6360,86737877435;15832,2022695279;3896,91425611321;15000,5129731757;1;4;0;0;43;31;33;39;34;37;35;34;41;39;28;38;37;37;2;8;8;8;8;8;8;8;9;9;8;8;8;7;8;7;8;9;10;9;9;1;9; ;9; ;9;1;9; ;9; ;9;7;8;8;8;8;9;9;8;8;8;1;9; ;8; ;9;8;9;9; ;9;10;8;7;8;8;9;9;8;7;8;7;8;9;9;9; ;8,09999990463258;8,19999992847442;7,79999995231626;8;8,5;8,39999997615816;8,59999990463258;8,59999990463258;8,39999997615816;8,69999992847442;8,89999997615816;9;1;1;1;8;9;8;8;8;8;8,3;8,3;5; ;5;5;5;5;25;5;2;1;4;,5;2;5;27;1;0;1;7;3;2;4;6; ; ; ; ; ;7;3;2;4;6;3;Kaup. yo;1; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;31;1;5;3;3;3;2;3;1;2;1;3;4;1;4;3;5;21;22;2;1;5;1;2;4;3;5;1;1;21;1;2;1;2;0;0;18;6; ; ;18;6;3;5;11;1;0;1;1;4;2;0;0;21; ;21; ; ;18;23;24;3;3;3;1;8;3;3;3;2; ; ;1345,50341169209;1;0;1;0;4;1;4;0;3;1;0;2;5;2;2;1;1;1;1;1;5;1;3;1;1;3;2;1;0;0;0;0;0;0;0;0;1;0;0;0;2;2;2;2;2;2;4;1;1;1;3;2;2;4;4;1;5;5;4;5;1;5;5;4;1;1;1;4;4;1;1;2;1;1; ; ;3;1;300;4;3;3;7;3;3;1; ; ;1;0;1;1;0;0;0;0;3;2;2;2;1;1;5;1;2;1;2;1;1;2;4;2;1;1;1;4;6;2;1;1;1;1;1;2;2;2;2;4;2;3;4;4;2;3;3;2;1;2;2;3;3; ;2;1;3;3;3;2;3;3;3;3;3;3;3;3;2;2;3;3;3;3; ;2;2;1;1;5;1;1;1;1;5;1;1;2;5;5;1;5;2;1;1;2;2;1;5;4;4;1;5;1;5;5;2;2;5;2;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1; ;28;15;15;11;11; ;3;34;4;0;4;82456,8219545792; ;11613,5445100938;1;1;1
